,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item,ability,move-1,move-2,move-3,move-4
0,23,1,2203.2,チラチーノ,0573-00,チラチーノ,,ノーマル,,一般,ゴースト,オボンのみ,メロメロボディ,はたきおとす,がむしゃら,おかたづけ,バトンタッチ
1,23,1,2203.2,キラフロル,0970-00,キラフロル,,いわ,どく,一般,どく,くろいヘドロ,どくげしょう,パワージェム,アシッドボム,だいちのちから,ニードルガード
2,23,1,2203.2,バシャーモ,0257-00,バシャーモ,,ほのお,かくとう,一般,あく,きあいのタスキ,かそく,インファイト,はたきおとす,しんくうは,カウンター
3,23,1,2203.2,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,１０まんボルト
4,23,1,2203.2,アシレーヌ,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,たべのこし,げきりゅう,うたかたのアリア,ムーンフォース,ほろびのうた,まもる
5,23,1,2203.2,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,マルチスケイル,スケイルショット,じしん,りゅうのまい,アンコール
6,23,2,2199.058,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,こだわりハチマキ,さめはだ,げきりん,じしん,テラバースト,まきびし
7,23,2,2199.058,ポリゴン２,0233-00,ポリゴン２,,ノーマル,,一般,どく,しんかのきせき,ダウンロード,トライアタック,シャドーボール,でんじは,じこさいせい
8,23,2,2199.058,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,あつぞこブーツ,マルチスケイル,しんそく,じしん,けたぐり,アイススピナー
9,23,2,2199.058,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,きあいのタスキ,へんげんじざい,はたきおとす,トリプルアクセル,やどりぎのタネ,どくびし
10,23,2,2199.058,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,じきゅうりょく,ドラゴンテール,ボディプレス,１０まんボルト,ステルスロック
11,23,2,2199.058,ラウドボーン,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,おんみつマント,てんねん,フレアソング,たたりめ,おにび,なまける
12,23,3,2191.245,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりハチマキ,,,,,
13,23,3,2191.245,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,いかさまダイス,,,,,
14,23,3,2191.245,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,,,,,
15,23,3,2191.245,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,,,,,
16,23,3,2191.245,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,,,,,
17,23,3,2191.245,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,フェアリー,とつげきチョッキ,,,,,
18,23,4,2178.707,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,マルチスケイル,スケイルショット,ほのおのうず,アンコール,はねやすめ
19,23,4,2178.707,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ,おうごんのからだ,ゴールドラッシュ,シャドーボール,チャージビーム,きあいだま
20,23,4,2178.707,キラフロル,0970-00,キラフロル,,いわ,どく,一般,ゴースト,きあいのタスキ,どくげしょう,ヘドロウェーブ,エナジーボール,だいちのちから,ステルスロック
21,23,4,2178.707,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし,てんねん,ウェーブタックル,のろい,あくび,まもる
22,23,4,2178.707,エースバーン,0815-00,エースバーン,,ほのお,,一般,こおり,こうかくレンズ,リベロ,かえんボール,ダストシュート,テラバースト,コートチェンジ
23,23,4,2178.707,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,そうだいしょう,ドゲザン,おいうち,つるぎのまい,ちょうはつ
24,23,5,2178.652,オオニューラ,0903-00,オオニューラ,,かくとう,どく,一般,あく,きあいのタスキ,,,,,
25,23,5,2178.652,サザンドラ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,とつげきチョッキ,,,,,
26,23,5,2178.652,ウルガモス,0637-00,ウルガモス,,むし,ほのお,一般,くさ,あつぞこブーツ,,,,,
27,23,5,2178.652,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,こだわりハチマキ,,,,,
28,23,5,2178.652,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,,,,,
29,23,5,2178.652,アーマーガア,0823-00,アーマーガア,,ひこう,はがね,一般,ステラ,おんみつマント,,,,,
30,23,6,2174.222,キュウコン(アローラ),0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,どく,オボンのみ,もらいび,はたきおとす,まもる,ちょうはつ,みがわり
31,23,6,2174.222,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,マルチスケイル,スケイルショット,じしん,アンコール,はねやすめ
32,23,6,2174.222,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
33,23,6,2174.222,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,トリック
34,23,6,2174.222,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし,てんねん,ウェーブタックル,まもる,のろい,あくび
35,23,8,2171.488,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,しんがん,ブラッドムーン,ハイパーボイス,ちょうはつ,つきのひかり
36,23,8,2171.488,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,マルチスケイル,しんそく,げきりん,じしん,けたぐり
37,23,8,2171.488,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ,おうごんのからだ,ゴールドラッシュ,シャドーボール,きあいだま,チャージビーム
38,23,8,2171.488,ゴリランダー,0812-00,ゴリランダー,,くさ,,一般,ほのお,いかさまダイス,グラスメイカー,タネマシンガン,テラバースト,グラススライダー,つるぎのまい
39,23,8,2171.488,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,じめん,たべのこし,てんねん,ゆきなだれ,じしん,あくび,まもる
40,23,8,2171.488,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,きあいのタスキ,さめはだ,じしん,スケイルショット,まきびし,ステルスロック
41,23,9,2165.626,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,マルチスケイル,しんそく,ドラゴンテール,アンコール,はねやすめ
42,23,9,2165.626,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,おうごんのからだ,ゴールドラッシュ,シャドーボール,パワージェム,トリック
43,23,9,2165.626,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,ふうせん,じきゅうりょく,ラスターカノン,ボディプレス,りゅうせいぐん,ほえる
44,23,9,2165.626,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,みず,アッキのみ,しんがん,ブラッドムーン,しんくうは,めいそう,つきのひかり
45,23,9,2165.626,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ,へんげんじざい,じゃれつく,ふいうち,どくびし,ちょうはつ
46,23,9,2165.626,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,さめはだ,じしん,ドラゴンテール,ステルスロック,まきびし
47,23,12,2153.466,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ,,,,,
48,23,12,2153.466,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ,,,,,
49,23,12,2153.466,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,フェアリー,たべのこし,,,,,
50,23,12,2153.466,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,いかさまダイス,,,,,
51,23,12,2153.466,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,,,,,
52,23,12,2153.466,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,ジャポのみ,,,,,
53,23,14,2148.084,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,どく,たべのこし,しんがん,ブラッドムーン,だいちのちから,つきのひかり,あくび
54,23,14,2148.084,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,マルチスケイル,しんそく,げきりん,からげんき,ほのおのパンチ
55,23,14,2148.084,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,グラスシード,おうごんのからだ,シャドーボール,ゴールドラッシュ,じこさいせい,わるだくみ
56,23,14,2148.084,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,フィラのみ,じきゅうりょく,ステルスロック,ほえる,ドラゴンテール,ボディプレス
57,23,14,2148.084,イエッサン(オス),0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,きあいのタスキ,サイコメイカー,ワイドフォース,サイコショック,マジカルシャイン,アンコール
58,23,14,2148.084,ゴリランダー,0812-00,ゴリランダー,,くさ,,一般,はがね,とつげきチョッキ,グラスメイカー,１０まんばりき,とんぼがえり,グラススライダー,ドラムアタック
59,23,15,2147.026,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,マルチスケイル,しんそく,じしん,けたぐり,ドラゴンテール
60,23,15,2147.026,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,メタルコート,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,みがわり
61,23,15,2147.026,ダイケンキ(ヒスイ),0503-01,ダイケンキ,ヒスイのすがた,みず,あく,一般,ゴースト,こだわりスカーフ,きれあじ,ひけん・ちえなみ,シェルブレード,せいなるつるぎ,ふいうち
62,23,15,2147.026,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,きあいのタスキ,へんげんじざい,トリプルアクセル,はたきおとす,けたぐり,ふいうち
63,23,15,2147.026,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,どく,たべのこし,しんがん,ブラッドムーン,しんくうは,あくび,つきのひかり
64,23,15,2147.026,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,フェアリー,いかさまダイス,ねつこうかん,アイアンヘッド,つららばり,じしん,りゅうのまい
65,23,18,2137.621,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,ねつこうかん,つららおとし,じしん,こおりのつぶて,ドラゴンテール
66,23,18,2137.621,ケンタロス(ブレイズ),0128-02,ケンタロス,パルデアのすがた・ブレイズ種,かくとう,ほのお,一般,くさ,こだわりハチマキ,いかく,レイジングブル,インファイト,じしん,テラバースト
67,23,18,2137.621,ポリゴン２,0233-00,ポリゴン２,,ノーマル,,一般,どく,しんかのきせき,アナライズ,れいとうビーム,イカサマ,トリックルーム,じこさいせい
68,23,18,2137.621,アシレーヌ,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,おんみつマント,げきりゅう,ムーンフォース,うたかたのアリア,クイックターン,ほろびのうた
69,23,18,2137.621,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,こだわりメガネ,おうごんのからだ,シャドーボール,ゴールドラッシュ,テラバースト,きあいだま
70,23,18,2137.621,ガチグマ,0901-00,ガチグマ,,じめん,ノーマル,一般,ひこう,かえんだま,こんじょう,からげんき,じしん,くさわけ,つるぎのまい
71,23,19,2135.387,ドラパルト,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,いのちのたま,,,,,
72,23,19,2135.387,アーマーガア,0823-00,アーマーガア,,ひこう,はがね,一般,フェアリー,オボンのみ,,,,,
73,23,19,2135.387,バンギラス,0248-00,バンギラス,,いわ,あく,一般,フェアリー,こだわりハチマキ,,,,,
74,23,19,2135.387,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,,,,,
75,23,19,2135.387,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ゴースト,こだわりスカーフ,,,,,
76,23,19,2135.387,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,みず,きあいのタスキ,,,,,
77,23,21,2130.671,エースバーン,0815-00,エースバーン,,ほのお,,一般,ほのお,こだわりスカーフ,リベロ,かえんボール,とびひざげり,すてみタックル,とんぼがえり
78,23,21,2130.671,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,フェアリー,たべのこし,しんがん,ブラッドムーン,あくび,まもる,つきのひかり
79,23,21,2130.671,サザンドラ,0635-00,サザンドラ,,あく,ドラゴン,一般,どく,こだわりメガネ,ふゆう,りゅうせいぐん,あくのはどう,ラスターカノン,とんぼがえり
80,23,21,2130.671,メタグロス,0376-00,メタグロス,,はがね,エスパー,一般,ひこう,カシブのみ,クリアボディ,サイコファング,はたきおとす,アームハンマー,バレットパンチ
81,23,21,2130.671,グライオン,0472-00,グライオン,,じめん,ひこう,一般,みず,どくどくだま,ポイズンヒール,はたきおとす,ちょうはつ,みがわり,まもる
82,23,21,2130.671,コノヨザル,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,とつげきチョッキ,やるき,ドレインパンチ,ふんどのこぶし,とんぼがえり,いのちがけ
83,23,25,2126.057,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,ふうせん,じきゅうりょく,りゅうせいぐん,ボディプレス,ほえる,ステルスロック
84,23,25,2126.057,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ,マルチスケイル,じしん,けたぐり,ドラゴンテール,しんそく
85,23,25,2126.057,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,トリック,じこさいせい
86,23,25,2126.057,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ,しんりょく,トリックフラワー,はたきおとす,ふいうち,まきびし
87,23,25,2126.057,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,でんき,いかさまダイス,さめはだ,スケイルショット,じしん,テラバースト,つるぎのまい
88,23,25,2126.057,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし,てんねん,ウェーブタックル,じわれ,あくび,まもる
89,23,26,2125.927,デカヌチャン,0959-00,デカヌチャン,,フェアリー,はがね,一般,はがね,ふうせん,かたやぶり,デカハンマー,はたきおとす,つるぎのまい,アンコール
90,23,26,2125.927,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,さめはだ,げきりん,じしん,テラバースト,ステルスロック
91,23,26,2125.927,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,おんみつマント,マルチスケイル,ドラゴンテール,ほのおのうず,はねやすめ,アンコール
92,23,26,2125.927,ウルガモス,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,あつぞこブーツ,ほのおのからだ,ほのおのまい,おにび,ちょうのまい,あさのひざし
93,23,26,2125.927,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,きよめのしお,しおづけ,てっぺき,じこさいせい,まもる
94,23,26,2125.927,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりスカーフ,へんげんじざい,はたきおとす,とんぼがえり,トリック,どくびし
95,23,27,2122.325,ミミッキュ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ひこう,でんきだま,ばけのかわ,なげつける,おにび,のろい,シャドークロー
96,23,27,2122.325,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,みず,オボンのみ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
97,23,27,2122.325,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,ラムのみ,マルチスケイル,テラバースト,けたぐり,りゅうのまい,はねやすめ
98,23,27,2122.325,キュウコン(アローラ),0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,あく,モモンのみ,ゆきがくれ,ゴールドラッシュ,シャドーボール,わるだくみ,トリック
