,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item,ability,move-1,move-2,move-3,move-4
0,25,1,2202.011,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,マルチスケイル,げきりん,じしん,しんそく,ほのおのパンチ
1,25,1,2202.011,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こうかくレンズ,しんりょく,はたきおとす,トリプルアクセル,やどりぎのタネ,みがわり
2,25,1,2202.011,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,てんねん,ウェーブタックル,まもる,あくび,じしん
3,25,1,2202.011,オオニューラ,0903-00,オオニューラ,,かくとう,どく,一般,ほのお,だっしゅつパック,どくしゅ,ねこだまし,フェイタルクロー,インファイト,テラバースト
4,25,1,2202.011,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,ふうせん,おうごんのからだ,シャドーボール,ゴールドラッシュ,わるだくみ,じこさいせい
5,25,1,2202.011,ポリゴン２,0233-00,ポリゴン２,,ノーマル,,一般,ゴースト,しんかのきせき,ダウンロード,シャドーボール,じこさいせい,れいとうビーム,でんじは
6,25,4,2165.407,ハッサム,0212-00,ハッサム,,むし,はがね,一般,ひこう,あおぞらプレート,テクニシャン,バレットパンチ,はたきおとす,ダブルウイング,つるぎのまい
7,25,4,2165.407,ポリゴン２,0233-00,ポリゴン２,,ノーマル,,一般,ゴースト,しんかのきせき,ダウンロード,トライアタック,シャドーボール,トリックルーム,じこさいせい
8,25,4,2165.407,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,ふうせん,おうごんのからだ,シャドーボール,ゴールドラッシュ,わるだくみ,みがわり
9,25,4,2165.407,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,いのちのたま,さめはだ,じしん,スケイルショット,ほのおのキバ,つるぎのまい
10,25,4,2165.407,オオニューラ,0903-00,オオニューラ,,かくとう,どく,一般,ほのお,だっしゅつパック,どくしゅ,インファイト,ダストシュート,ほのおのパンチ,ねこだまし
11,25,4,2165.407,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし,てんねん,ウェーブタックル,あくび,のろい,まもる
12,25,6,2159.366,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,へんげんじざい,トリックフラワー,はたきおとす,トリプルアクセル,けたぐり
13,25,6,2159.366,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,マルチスケイル,スケイルショット,じしん,アンコール,はねやすめ
14,25,6,2159.366,アシレーヌ,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,たべのこし,げきりゅう,ムーンフォース,クイックターン,まもる,ほろびのうた
