,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item,ability,move-1,move-2,move-3,move-4
0,34,1,2187.804,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,ハドロンエンジン,イナズマドライブ,りゅうせいぐん,パラボラチャージ,ボルトチェンジ
1,34,1,2187.804,バドレックス(はくば),0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,じんばいったい,ブリザードランス,やどりぎのタネ,アンコール,トリックルーム
2,34,1,2187.804,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,こだわりスカーフ,ふかしのこぶし,すいりゅうれんだ,インファイト,アクアジェット,とんぼがえり
3,34,1,2187.804,マタドガス(ガラル),0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,みず,グランドコート,ふゆう,ワンダースチーム,あまごい,きりばらい,おきみやげ
4,34,1,2187.804,ランドロス(れいじゅう),0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,ゴツゴツメット,いかく,じしん,とんぼがえり,ちょうはつ,ステルスロック
5,34,1,2187.804,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,わざわいのつるぎ,つららおとし,テラバースト,ふいうち,つるぎのまい
6,34,2,2146.102,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,,,,,
7,34,2,2146.102,ホウオウ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ,,,,,
8,34,2,2146.102,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ほのお,こだわりハチマキ,,,,,
9,34,2,2146.102,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし,,,,,
10,34,2,2146.102,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,オボンのみ,,,,,
11,34,2,2146.102,ドオー,0980-00,ドオー,,どく,じめん,一般,フェアリー,くろいヘドロ,,,,,
12,34,3,2124.219,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,,,,,
13,34,3,2124.219,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,,,,,
14,34,3,2124.219,ザシアン(けんのおう),0888-001,ザシアン,けんのおう,フェアリー,はがね,禁止伝説,あく,くちたけん,,,,,
15,34,3,2124.219,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,,,,,
16,34,3,2124.219,アラブルタケ,0986-00,アラブルタケ,,くさ,あく,パラドックス,どく,いかさまダイス,,,,,
17,34,3,2124.219,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ゴツゴツメット,,,,,
18,34,6,2120.379,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,ひひいろのこどう,とんぼがえり,インファイト,フレアドライブ,スケイルショット
19,34,6,2120.379,ホウオウ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,こだわりスカーフ,さいせいりょく,せいなるほのお,ブレイブバード,テラバースト,じしん
20,34,6,2120.379,ドオー,0980-00,ドオー,,どく,じめん,一般,ノーマル,たべのこし,てんねん,じしん,じこさいせい,まもる,カウンター
21,34,6,2120.379,ママンボウ,0594-00,ママンボウ,,みず,,一般,ノーマル,おんみつマント,さいせいりょく,クイックターン,ねがいごと,いやしのねがい,くすぐる
