,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item,ability,move-1,move-2,move-3,move-4
0,5,1,2203.506,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,ゴツゴツメット,わざわいのつるぎ,つららおとし,おいうち,せいなるつるぎ,じこさいせい
1,5,1,2203.506,ドオー,0980-00,ドオー,,どく,じめん,一般,みず,たべのこし,てんねん,じしん,どくどく,のろい,じこさいせい
2,5,1,2203.506,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,マルチスケイル,しんそく,じしん,アンコール,はねやすめ
3,5,1,2203.506,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,おうごんのからだ,ゴールドラッシュ,サイコショック,わるだくみ,じこさいせい
4,5,1,2203.506,ウォッシュロトム,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,こだわりスカーフ,ふゆう,ボルトチェンジ,ハイドロポンプ,おにび,トリック
5,5,1,2203.506,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,とつげきチョッキ,こだいかっせい,ムーンフォース,シャドーボール,サイコショック,エナジーボール
6,5,2,2199.203,テツノカイナ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,クォークチャージ,ワイルドボルト,ドレインパンチ,ボルトチェンジ,じしん
7,5,2,2199.203,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,こだいかっせい,ムーンフォース,シャドーボール,マジカルフレイム,サイコショック
8,5,2,2199.203,アーマーガア,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,オボンのみ,ミラーアーマー,アイアンヘッド,とんぼがえり,おいかぜ,はねやすめ
9,5,2,2199.203,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,こおり,いのちのたま,わざわいのつるぎ,つららおとし,じごくづき,ふいうち,こおりのつぶて
10,5,2,2199.203,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,きよめのしお,しおづけ,まもる,みがわり,じこさいせい
11,5,2,2199.203,キノガッサ,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,いかさまダイス,テクニシャン,タネマシンガン,マッハパンチ,テラバースト,つるぎのまい
12,5,3,2193.428,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,こだわりスカーフ,わざわいのつるぎ,つららおとし,かみくだく,せいなるつるぎ,テラバースト
13,5,3,2193.428,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ゴースト,ブーストエナジー,クォークチャージ,ほのおのまい,アシッドボム,サイコキネシス,どくびし
14,5,3,2193.428,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,おうごんのからだ,ゴールドラッシュ,シャドーボール,１０まんボルト,トリック
15,5,3,2193.428,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,くさ,きあいのタスキ,クォークチャージ,ハイドロポンプ,フリーズドライ,クイックターン,アンコール
16,5,3,2193.428,チオンジェン,1001-00,チオンジェン,,あく,くさ,準伝説,フェアリー,たべのこし,わざわいのおふだ,イカサマ,カタストロフィ,やどりぎのタネ,まもる
17,5,3,2193.428,イルカマン(ナイーブ),0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,とつげきチョッキ,マイティチェンジ,ウェーブタックル,ジェットパンチ,クイックターン,ドレインパンチ
18,5,4,2190.04,カバルドン,0450-00,カバルドン,,じめん,,一般,はがね,オボンのみ,,,,,
19,5,4,2190.04,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,,,,,
20,5,4,2190.04,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,,,,,
21,5,4,2190.04,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,ブーストエナジー,,,,,
22,5,4,2190.04,ミミッキュ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,,,,,
23,5,4,2190.04,イーユイ,1004-00,イーユイ,,あく,ほのお,準伝説,フェアリー,とつげきチョッキ,,,,,
24,5,5,2188.19,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,,,,,
25,5,5,2188.19,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,,,,,
26,5,5,2188.19,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,ブーストエナジー,,,,,
27,5,5,2188.19,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,,,,,
28,5,5,2188.19,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,でんき,とつげきチョッキ,,,,,
29,5,5,2188.19,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,あく,こだわりハチマキ,,,,,
30,5,6,2186.399,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,ねつこうかん,つららばり,きょけんとつげき,じしん,こおりのつぶて
31,5,6,2186.399,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,どく,たべのこし,てんねん,ウェーブタックル,じわれ,あくび,まもる
32,5,6,2186.399,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,こだいかっせい,ムーンフォース,シャドーボール,パワージェム,ほろびのうた
33,5,6,2186.399,イーユイ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,オボンのみ,わざわいのたま,かえんほうしゃ,あくのはどう,わるだくみ,みがわり
34,5,6,2186.399,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,きあいのタスキ,こだいかっせい,ぶちかまし,インファイト,こうそくスピン,がむしゃら
35,5,6,2186.399,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,フェアリー,こだわりスカーフ,クォークチャージ,オーバーヒート,ヘドロウェーブ,マジカルシャイン,とんぼがえり
36,5,7,2184.982,ドラパルト,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,,,,,
