,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item,ability,move-1,move-2,move-3,move-4
0,18,1,2260.7,ザシアン(けんのおう),0888-001,ザシアン,けんのおう,フェアリー,はがね,禁止伝説,じめん,くちたけん,ふとうのけん,アイアンヘッド,くさわけ,テラバースト,つるぎのまい
1,18,1,2260.7,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,フェアリー,ばんのうがさ,しんがん,ブラッドムーン,しんくうは,めいそう,つきのひかり
2,18,1,2260.7,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,こだいかっせい,ムーンフォース,マジカルフレイム,ドレインキッス,めいそう
3,18,1,2260.7,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,わざわいのつるぎ,つららおとし,かみくだく,ふいうち,つるぎのまい
4,18,1,2260.7,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット,てんねん,ボディプレス,ウェーブタックル,あくび,ねむる
5,18,1,2260.7,ゴチルゼル,0576-00,ゴチルゼル,,エスパー,,一般,ひこう,カゴのみ,かげふみ,アシストパワー,めいそう,あまえる,ねむる
6,18,2,2224.111,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,,,,,
7,18,2,2224.111,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,きあいのタスキ,,,,,
8,18,2,2224.111,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント,,,,,
9,18,2,2224.111,オオニューラ,0903-00,オオニューラ,,かくとう,どく,一般,じめん,ノーマルジュエル,,,,,
10,18,2,2224.111,ママンボウ,0594-00,ママンボウ,,みず,,一般,フェアリー,たべのこし,,,,,
11,18,2,2224.111,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,,,,,
12,18,3,2214.97,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,じゃくてんほけん,,,,,
13,18,3,2214.97,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,,,,,
14,18,3,2214.97,ママンボウ,0594-00,ママンボウ,,みず,,一般,みず,ピッピにんぎょう,,,,,
15,18,3,2214.97,オーロンゲ,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,,,,,
