,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item,ability,move-1,move-2,move-3,move-4
0,3,1,2267.431,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,,,,,
1,3,1,2267.431,テツノカイナ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,じめん,とつげきチョッキ,,,,,
2,3,1,2267.431,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,,,,,
3,3,1,2267.431,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ,,,,,
4,3,1,2267.431,アーマーガア,0823-00,アーマーガア,,ひこう,はがね,一般,ドラゴン,オボンのみ,,,,,
5,3,1,2267.431,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いのちのたま,,,,,
6,3,2,2249.903,ニンフィア,0700-00,ニンフィア,,フェアリー,,一般,みず,たべのこし,フェアリースキン,ハイパーボイス,あくび,まもる,ねがいごと
7,3,2,2249.903,モロバレル,0591-00,モロバレル,,くさ,どく,一般,あく,だっしゅつパック,さいせいりょく,リーフストーム,イカサマ,キノコのほうし,こうごうせい
8,3,2,2249.903,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,さめはだ,じしん,ドラゴンクロー,がんせきふうじ,アイアンヘッド
9,3,2,2249.903,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,そうだいしょう,ドゲザン,ふいうち,ステルスロック,つるぎのまい
10,3,2,2249.903,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,こだわりメガネ,こだいかっせい,ムーンフォース,シャドーボール,マジカルフレイム,ほろびのうた
11,3,2,2249.903,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,はがね,いのちのたま,クォークチャージ,ハイドロポンプ,フリーズドライ,みがわり,テラバースト
12,3,3,2249.32,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,きあいのタスキ,ねつこうかん,つららばり,きょけんとつげき,こおりのつぶて,つるぎのまい
13,3,3,2249.32,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,こだいかっせい,ムーンフォース,シャドーボール,ほろびのうた,マジカルフレイム
14,3,3,2249.32,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ,マルチスケイル,しんそく,じしん,りゅうのまい,はねやすめ
15,3,3,2249.32,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,おんみつマント,おうごんのからだ,サイコショック,ゴールドラッシュ,テラバースト,わるだくみ
16,3,3,2249.32,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,じめん,オボンのみ,てんねん,あくび,ウェーブタックル,じしん,ゆきなだれ
17,3,3,2249.32,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,とつげきチョッキ,クォークチャージ,アシッドボム,オーバーヒート,エナジーボール,ヘドロウェーブ
18,3,5,2247.778,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ,マルチスケイル,しんそく,じしん,りゅうのまい,はねやすめ
19,3,5,2247.778,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,こだわりメガネ,クォークチャージ,オーバーヒート,ほのおのまい,ヘドロウェーブ,エナジーボール
20,3,5,2247.778,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,そうだいしょう,ドゲザン,ふいうち,けたぐり,つるぎのまい
21,3,5,2247.778,スナノケガワ,0989-00,スナノケガワ,,でんき,じめん,パラドックス,じめん,きあいのタスキ,こだいかっせい,だいちのちから,ボルトチェンジ,ミラーコート,ステルスロック
22,3,5,2247.778,ニンフィア,0700-00,ニンフィア,,フェアリー,,一般,ほのお,たべのこし,フェアリースキン,ハイパーボイス,ねがいごと,あくび,まもる
23,3,5,2247.778,ウォッシュロトム,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,オボンのみ,ふゆう,ハイドロポンプ,ボルトチェンジ,イカサマ,おにび
24,3,7,2244.709,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,マルチスケイル,しんそく,ほのおのパンチ,りゅうのまい,はねやすめ
25,3,7,2244.709,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,おうごんのからだ,シャドーボール,ゴールドラッシュ,じこさいせい,トリック
26,3,7,2244.709,ミミッキュ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,はがね,いのちのたま,ばけのかわ,じゃれつく,かげうち,トリックルーム,のろい
27,3,7,2244.709,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,こだわりハチマキ,こだいかっせい,じしん,インファイト,はたきおとす,ストーンエッジ
28,3,7,2244.709,テツノブジン,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,ゴースト,きあいのタスキ,クォークチャージ,ムーンフォース,けたぐり,はたきおとす,かげうち
29,3,7,2244.709,ハッサム,0212-00,ハッサム,,むし,はがね,一般,みず,おんみつマント,テクニシャン,バレットパンチ,テラバースト,どろぼう,つるぎのまい
30,3,8,2241.58,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,,,,,
31,3,8,2241.58,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,こだわりメガネ,,,,,
