,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item
0,29,1,2133.442,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ
1,29,1,2133.442,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,じゃくてんほけん
2,29,1,2133.442,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ
3,29,1,2133.442,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
4,29,1,2133.442,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,とつげきチョッキ
5,29,1,2133.442,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ
6,29,3,2117.051,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,じめん,きあいのタスキ
7,29,3,2117.051,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ
8,29,3,2117.051,ホウオウ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,でんき,あつぞこブーツ
9,29,3,2117.051,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし
10,29,3,2117.051,ドオー,0980-00,ドオー,,どく,じめん,一般,ゴースト,おんみつマント
11,29,3,2117.051,キラフロル,0970-00,キラフロル,,いわ,どく,一般,くさ,レッドカード
12,29,4,2113.304,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ
13,29,4,2113.304,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ
14,29,4,2113.304,イーユイ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ
15,29,4,2113.304,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,ほのお,とつげきチョッキ
16,29,4,2113.304,キョジオーン,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし
17,29,4,2113.304,キラフロル,0970-00,キラフロル,,いわ,どく,一般,あく,レッドカード
18,29,6,2106.497,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりスカーフ
19,29,6,2106.497,オーガポン(かまど),1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
20,29,6,2106.497,ミミッキュ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま
21,29,6,2106.497,ランドロス(れいじゅう),0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット
22,29,6,2106.497,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,はがね,とつげきチョッキ
23,29,6,2106.497,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
24,29,8,2104.19,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ
25,29,8,2104.19,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット
26,29,8,2104.19,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ
27,29,8,2104.19,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ
28,29,8,2104.19,オーガポン(かまど),1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
29,29,8,2104.19,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ
30,29,9,2103.912,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ
31,29,9,2103.912,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし
32,29,9,2103.912,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ
33,29,9,2103.912,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,はがね,オボンのみ
34,29,9,2103.912,オーガポン(かまど),1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
35,29,9,2103.912,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ
36,29,10,2102.245,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ
37,29,10,2102.245,マリルリ,0184-00,マリルリ,,みず,フェアリー,一般,みず,オボンのみ
38,29,10,2102.245,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし
39,29,10,2102.245,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,ノーマル,きあいのタスキ
40,29,10,2102.245,イーユイ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,ふうせん
41,29,10,2102.245,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
42,29,13,2092.494,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ステラ,きあいのタスキ
43,29,13,2092.494,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,でんき,とつげきチョッキ
44,29,13,2092.494,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ
45,29,13,2092.494,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,いわ,タラプのみ
46,29,13,2092.494,ハッサム,0212-00,ハッサム,,むし,はがね,一般,ひこう,こだわりハチマキ
47,29,13,2092.494,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,ほのお,シルクのスカーフ
48,29,15,2088.097,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ
49,29,15,2088.097,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,どく,ジャポのみ
50,29,15,2088.097,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,オボンのみ
51,29,15,2088.097,キョジオーン,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし
52,29,15,2088.097,ランドロス(れいじゅう),0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,ゴツゴツメット
53,29,15,2088.097,イーユイ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ
54,29,16,2083.941,ネクロズマ(たそがれ),0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,ノーマル,ラムのみ
55,29,16,2083.941,アシレーヌ,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,ゴツゴツメット
56,29,16,2083.941,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,じゃくてんほけん
57,29,16,2083.941,ハッサム,0212-00,ハッサム,,むし,はがね,一般,ひこう,きあいのタスキ
58,29,16,2083.941,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,こわもてプレート
59,29,16,2083.941,イーユイ,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,こだわりスカーフ
60,29,18,2077.453,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ
61,29,18,2077.453,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,こだわりハチマキ
