,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item
0,33,1,2180.889,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,ほのお,ラムのみ
1,33,1,2180.889,マタドガス(ガラル),0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,ノーマル,くろいヘドロ
2,33,1,2180.889,キラフロル,0970-00,キラフロル,,いわ,どく,一般,ノーマル,きあいのタスキ
3,33,1,2180.889,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ
4,33,1,2180.889,ルギア,0249-00,ルギア,,エスパー,ひこう,禁止伝説,ノーマル,たべのこし
5,33,1,2180.889,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ
6,33,2,2177.16,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ
7,33,2,2177.16,ホウオウ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ
8,33,2,2177.16,テツノワダチ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ノーマル,こだわりハチマキ
9,33,2,2177.16,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし
10,33,2,2177.16,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ
11,33,2,2177.16,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ
12,33,3,2152.338,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ
13,33,3,2152.338,ルナアーラ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,どく,メンタルハーブ
14,33,3,2152.338,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,じめん,きあいのタスキ
15,33,3,2152.338,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし
16,33,3,2152.338,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
17,33,3,2152.338,アラブルタケ,0986-00,アラブルタケ,,くさ,あく,パラドックス,ノーマル,あつぞこブーツ
18,33,4,2134.546,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ
19,33,4,2134.546,ザシアン(けんのおう),0888-001,ザシアン,けんのおう,フェアリー,はがね,禁止伝説,ノーマル,くちたけん
20,33,4,2134.546,ランドロス(れいじゅう),0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット
21,33,4,2134.546,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ
22,33,4,2134.546,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ
23,33,4,2134.546,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ
24,33,5,2112.149,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス
25,33,5,2112.149,ムゲンダイナ,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,どく,くろいヘドロ
26,33,5,2112.149,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
27,33,5,2112.149,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ
28,33,5,2112.149,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし
29,33,5,2112.149,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
30,33,8,2105.479,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ノーマル,こだわりスカーフ
31,33,8,2105.479,ザシアン(けんのおう),0888-001,ザシアン,けんのおう,フェアリー,はがね,禁止伝説,くさ,くちたけん
32,33,8,2105.479,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ
33,33,8,2105.479,ヒードラン,0485-00,ヒードラン,,ほのお,はがね,準伝説,ひこう,ふうせん
34,33,8,2105.479,マタドガス(ガラル),0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,みず,たべのこし
35,33,8,2105.479,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ
36,33,9,2105.175,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス
37,33,9,2105.175,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,じめん,きあいのタスキ
38,33,9,2105.175,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし
39,33,9,2105.175,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ
40,33,9,2105.175,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ
41,33,9,2105.175,イーユイ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ
42,33,11,2101.677,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ
43,33,11,2101.677,ホウオウ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ
44,33,11,2101.677,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ほのお,こだわりハチマキ
45,33,11,2101.677,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし
46,33,11,2101.677,ブリジュラス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,オボンのみ
47,33,11,2101.677,ドオー,0980-00,ドオー,,どく,じめん,一般,フェアリー,くろいヘドロ
48,33,15,2080.392,コライドン,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス
49,33,15,2080.392,ホウオウ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ
50,33,15,2080.392,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
51,33,15,2080.392,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ
52,33,15,2080.392,テツノワダチ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,フェアリー,こだわりハチマキ
