,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item
0,10,1,2196.604,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ゴツゴツメット
1,10,1,2196.604,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
2,10,1,2196.604,ウーラオス(いちげき),0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,くろいメガネ
3,10,1,2196.604,キラフロル,0970-00,キラフロル,,いわ,どく,一般,くさ,レッドカード
4,10,1,2196.604,オーガポン(かまど),1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
5,10,1,2196.604,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ
6,10,2,2190.22,ガチグマ,0901-00,ガチグマ,,じめん,ノーマル,一般,じめん,かえんだま
7,10,2,2190.22,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ
8,10,2,2190.22,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ
9,10,2,2190.22,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ
10,10,2,2190.22,オーガポン(かまど),1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
11,10,2,2190.22,キョジオーン,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし
12,10,3,2171.34,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
13,10,3,2171.34,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
14,10,3,2171.34,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ
15,10,3,2171.34,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント
16,10,3,2171.34,キョジオーン,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし
17,10,3,2171.34,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,あつぞこブーツ
18,10,6,2167.05,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ
19,10,6,2167.05,ウーラオス(いちげき),0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ
20,10,6,2167.05,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,いわ,ブーストエナジー
21,10,6,2167.05,ウォッシュロトム,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,こだわりスカーフ
22,10,6,2167.05,キョジオーン,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし
23,10,6,2167.05,オーガポン(かまど),1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
24,10,8,2164.467,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ
25,10,8,2164.467,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス
26,10,8,2164.467,キョジオーン,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
27,10,8,2164.467,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ
