,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item
0,4,1,2254.423,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,みず,ゴツゴツメット
1,4,1,2254.423,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,ふうせん
2,4,1,2254.423,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,フェアリー,とつげきチョッキ
3,4,1,2254.423,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ
4,4,1,2254.423,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ
5,4,1,2254.423,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,ブーストエナジー
6,4,2,2246.804,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,でんき,とつげきチョッキ
7,4,2,2246.804,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ
8,4,2,2246.804,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし
9,4,2,2246.804,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,フェアリー,ブーストエナジー
10,4,2,2246.804,キョジオーン,0934-00,キョジオーン,,いわ,,一般,フェアリー,フィラのみ
11,4,2,2246.804,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,きあいのタスキ
12,4,3,2227.781,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,こおり,とつげきチョッキ
13,4,3,2227.781,キョジオーン,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし
14,4,3,2227.781,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,ブーストエナジー
15,4,3,2227.781,マスカーニャ,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ
16,4,3,2227.781,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ
17,4,3,2227.781,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット
18,4,4,2221.862,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,こだわりハチマキ
19,4,4,2221.862,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,じめん,たべのこし
20,4,4,2221.862,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,とつげきチョッキ
21,4,4,2221.862,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ
22,4,4,2221.862,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ
23,4,4,2221.862,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,ブーストエナジー
24,4,6,2212.875,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー
25,4,6,2212.875,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,イトケのみ
26,4,6,2212.875,ギャラドス,0130-00,ギャラドス,,みず,ひこう,一般,はがね,ゴツゴツメット
27,4,6,2212.875,ユキノオー,0460-00,ユキノオー,,くさ,こおり,一般,こおり,きあいのタスキ
28,4,6,2212.875,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,みず,たべのこし
