,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item
0,18,1,2260.7,ザシアン(けんのおう),0888-001,ザシアン,けんのおう,フェアリー,はがね,禁止伝説,じめん,くちたけん
1,18,1,2260.7,ガチグマ(アカツキ),0901-01,ガチグマ,アカツキ,じめん,ノーマル,一般,フェアリー,ばんのうがさ
2,18,1,2260.7,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー
3,18,1,2260.7,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
4,18,1,2260.7,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット
5,18,1,2260.7,ゴチルゼル,0576-00,ゴチルゼル,,エスパー,,一般,ひこう,カゴのみ
6,18,2,2224.111,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ
7,18,2,2224.111,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,きあいのタスキ
8,18,2,2224.111,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント
9,18,2,2224.111,オオニューラ,0903-00,オオニューラ,,かくとう,どく,一般,じめん,ノーマルジュエル
10,18,2,2224.111,ママンボウ,0594-00,ママンボウ,,みず,,一般,フェアリー,たべのこし
11,18,2,2224.111,グライオン,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
12,18,3,2214.97,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,じゃくてんほけん
13,18,3,2214.97,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
14,18,3,2214.97,ママンボウ,0594-00,ママンボウ,,みず,,一般,みず,ピッピにんぎょう
15,18,3,2214.97,オーロンゲ,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど
16,18,3,2214.97,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,はがね,とつげきチョッキ
17,18,3,2214.97,ゴチルゼル,0576-00,ゴチルゼル,,エスパー,,一般,ひこう,たべのこし
18,18,4,2213.844,メタモン,0132-00,メタモン,,ノーマル,,一般,フェアリー,こだわりスカーフ
19,18,4,2213.844,グライオン,0472-00,グライオン,,じめん,ひこう,一般,みず,どくどくだま
20,18,4,2213.844,オーガポン(かまど),1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
21,18,4,2213.844,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
22,18,4,2213.844,オーロンゲ,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど
23,18,4,2213.844,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,エレキシード
24,18,5,2210.037,テラパゴス(ノーマル),1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし
25,18,5,2210.037,ガオガエン,0727-00,ガオガエン,,ほのお,あく,一般,どく,オボンのみ
26,18,5,2210.037,ゴリランダー,0812-00,ゴリランダー,,くさ,,一般,くさ,とつげきチョッキ
27,18,5,2210.037,ゴチルゼル,0576-00,ゴチルゼル,,エスパー,,一般,どく,ふうせん
28,18,5,2210.037,キラフロル,0970-00,キラフロル,,いわ,どく,一般,ゴースト,きあいのタスキ
29,18,5,2210.037,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット
30,18,6,2209.38,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりスカーフ
31,18,6,2209.38,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ
32,18,6,2209.38,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー
33,18,6,2209.38,ランドロス(れいじゅう),0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,とつげきチョッキ
34,18,6,2209.38,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
35,18,6,2209.38,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ
36,18,7,2204.498,バドレックス(こくば),0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,グラスシード
37,18,7,2204.498,ウーラオス(れんげき),0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,たべのこし
38,18,7,2204.498,ゴリランダー,0812-00,ゴリランダー,,くさ,,一般,ノーマル,きあいのタスキ
39,18,7,2204.498,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ
40,18,7,2204.498,キラフロル,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード
41,18,7,2204.498,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,フェアリー,ブーストエナジー
42,18,8,2200.021,ホウオウ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,あつぞこブーツ
43,18,8,2200.021,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし
44,18,8,2200.021,ドヒドイデ,0748-00,ドヒドイデ,,どく,みず,一般,くさ,ゴツゴツメット
45,18,8,2200.021,メタモン,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
46,18,8,2200.021,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ
47,18,8,2200.021,オーガポン(いしずえ),1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
48,18,9,2199.936,ミライドン,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ
49,18,9,2199.936,メタモン,0132-00,メタモン,,ノーマル,,一般,はがね,こだわりスカーフ
50,18,9,2199.936,オオニューラ,0903-00,オオニューラ,,かくとう,どく,一般,みず,エレキシード
51,18,9,2199.936,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ
52,18,9,2199.936,パオジアン,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
53,18,9,2199.936,キョジオーン,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
54,18,10,2192.315,ディンルー,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ
55,18,10,2192.315,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット
