,season,rank,rate,alias,id,pokemon,form,type1,type2,category,terastal,item
0,3,1,2267.431,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ
1,3,1,2267.431,テツノカイナ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,じめん,とつげきチョッキ
2,3,1,2267.431,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
3,3,1,2267.431,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ
4,3,1,2267.431,アーマーガア,0823-00,アーマーガア,,ひこう,はがね,一般,ドラゴン,オボンのみ
5,3,1,2267.431,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いのちのたま
6,3,2,2249.903,ニンフィア,0700-00,ニンフィア,,フェアリー,,一般,みず,たべのこし
7,3,2,2249.903,モロバレル,0591-00,モロバレル,,くさ,どく,一般,あく,だっしゅつパック
8,3,2,2249.903,ガブリアス,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ
9,3,2,2249.903,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ
10,3,2,2249.903,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,こだわりメガネ
11,3,2,2249.903,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,はがね,いのちのたま
12,3,3,2249.32,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,きあいのタスキ
13,3,3,2249.32,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー
14,3,3,2249.32,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ
15,3,3,2249.32,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,おんみつマント
16,3,3,2249.32,ヘイラッシャ,0977-00,ヘイラッシャ,,みず,,一般,じめん,オボンのみ
17,3,3,2249.32,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,とつげきチョッキ
18,3,5,2247.778,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ
19,3,5,2247.778,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,こだわりメガネ
20,3,5,2247.778,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ
21,3,5,2247.778,スナノケガワ,0989-00,スナノケガワ,,でんき,じめん,パラドックス,じめん,きあいのタスキ
22,3,5,2247.778,ニンフィア,0700-00,ニンフィア,,フェアリー,,一般,ほのお,たべのこし
23,3,5,2247.778,ウォッシュロトム,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,オボンのみ
24,3,7,2244.709,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし
25,3,7,2244.709,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ
26,3,7,2244.709,ミミッキュ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,はがね,いのちのたま
27,3,7,2244.709,イダイナキバ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,こだわりハチマキ
28,3,7,2244.709,テツノブジン,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,ゴースト,きあいのタスキ
29,3,7,2244.709,ハッサム,0212-00,ハッサム,,むし,はがね,一般,みず,おんみつマント
30,3,8,2241.58,カイリュー,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット
31,3,8,2241.58,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,こだわりメガネ
32,3,8,2241.58,ドドゲザン,0983-00,ドドゲザン,,あく,はがね,一般,ひこう,オボンのみ
33,3,8,2241.58,ドオー,0980-00,ドオー,,どく,じめん,一般,あく,おんみつマント
34,3,8,2241.58,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
35,3,8,2241.58,ミミッキュ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま
36,3,9,2240.537,カバルドン,0450-00,カバルドン,,じめん,,一般,フェアリー,オボンのみ
37,3,9,2240.537,トドロクツキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,はがね,ブーストエナジー
38,3,9,2240.537,サーフゴー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ
39,3,9,2240.537,アラブルタケ,0986-00,アラブルタケ,,くさ,あく,パラドックス,ほのお,たべのこし
40,3,9,2240.537,テツノツツミ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,きあいのタスキ
41,3,9,2240.537,ハラバリー,0939-00,ハラバリー,,でんき,,一般,フェアリー,とつげきチョッキ
42,3,11,2236.13,ハバタクカミ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ
43,3,11,2236.13,テツノカイナ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,じめん,とつげきチョッキ
44,3,11,2236.13,テツノドクガ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ
45,3,11,2236.13,セグレイブ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いのちのたま
46,3,11,2236.13,キョジオーン,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
47,3,11,2236.13,アーマーガア,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,オボンのみ
48,3,13,2232.639,カバルドン,0450-00,カバルドン,,じめん,,一般,みず,たべのこし
